0.8200000000000001,0.875
1,1
1,1
1,0.875
0.87,0.9
1,1
0.87,0.9
1,1
1,0.9
1,1
1,0.975
0.8200000000000001,1
1,1
0.95,1
0.95,0.9
0.95,0.9
1,1
0.95,1
1,1
1,0.975
1,1
1,0.9
1,1
0.87,1
0.87,0.9
1,1
1,0.9
0.87,0.9
1,1
1,1
1,1
1,1
1,1
0.95,0.9
0.87,0.975
0.87,0.875
1,1
1,1
1,0.9
1,1
1,0.975
1,1
0.87,0.875
1,1
0.87,1
1,1
1,1
1,1
1,1
1,0.875
0.95,0.9
0.87,0.875
1,1
0.87,0.9
1,1
1,1
1,1
1,1
0.95,0.9
0.95,1
1,1
0.8200000000000001,0.975
0.95,0.975
1,0.975
1,1
1,1
1,1
1,1
1,1
0.87,0.975
1,1
1,1
1,1
1,1
0.8200000000000001,0.975
0.95,0.975
1,1
1,1
1,1
1,1
1,1
0.8200000000000001,0.975
1,1
0.95,1
1,1
1,1
1,1
1,1
1,1
1,1
0.87,0.875
1,1
0.95,1
1,1
1,1
1,1
1,1
0.87,0.9
0.87,0.9
1,0.975
1,1
1,1
1,1
1,1
0.87,1
1,1
0.87,0.875
1,1
1,1
1,1
1,1
0.87,1
1,1
1,1
1,0.975
0.95,0.9
1,1
1,1
1,0.975
1,0.9
1,1
0.95,0.9
1,0.9
0.95,0.9
1,1
0.8200000000000001,0.975
1,1
1,1
1,1
0.87,0.9
0.8200000000000001,1
1,1
1,0.875
0.87,1
1,0.975
1,1
1,0.975
0.95,1
1,1
1,1
0.95,0.9
1,1
0.87,0.9
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.95,1
0.95,1
1,1
0.95,0.875
1,1
0.95,0.975
1,1
1,1
0.87,0.9
1,0.975
0.95,1
1,1
1,1
1,0.975
1,1
1,1
0.95,0.9
1,1
1,1
1,1
1,1
1,0.975
1,1
0.875,1
0.95,0.875
0.95,0.9
1,1
1,1
1,0.975
1,1
1,1
0.87,1
1,1
1,0.975
1,1
1,1
0.87,1
0.95,1
1,1
1,0.875
0.8200000000000001,1
1,0.9
1,1
1,1
0.8200000000000001,1
1,1
1,1
1,0.875
1,1
1,1
0.95,0.9
1,1
0.95,1
1,1
0.95,0.9
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.87,0.9
0.87,1
1,1
1,1
1,0.975
0.8200000000000001,0.975
0.95,0.9
0.95,0.9
1,1
1,1
1,1
0.87,0.9
1,1
1,1
0.87,0.875
1,1
1,0.975
1,1
1,1
1,1
0.95,1
1,1
1,0.975
0.8200000000000001,0.9
0.95,0.875
1,1
